gamma_stat_ee_SR_bin_58	0.000139546	0.000129457	-0.000126441
gamma_stat_ee_SR_bin_59	0.000437534	0.000403561	-0.00039775
gamma_stat_ee_SR_bin_6	0.000427151	0.000393984	-0.000388311
gamma_stat_ee_SR_bin_7	0.00138365	0.00127811	-0.00125209
gamma_stat_ee_SR_bin_8	0.00110176	0.0010179	-0.000997441
gamma_stat_ee_SR_bin_9	0.000621124	0.000574082	-0.000563032
gamma_stat_mumu_SR_bin_0	0.000679946	0.000631688	-0.000620407
gamma_stat_mumu_SR_bin_1	0.00112653	0.00104237	-0.00102426
gamma_stat_mumu_SR_bin_10	0.000645756	0.00059835	-0.000587671
gamma_stat_mumu_SR_bin_11	0.000873007	0.000810256	-0.000794318
gamma_stat_mumu_SR_bin_2	-0.000737398	-0.000683295	0.00067167
gamma_stat_mumu_SR_bin_3	-0.000711855	-0.000658495	0.000648918
gamma_stat_mumu_SR_bin_4	-0.00108683	-0.00100601	0.000990582
gamma_stat_mumu_SR_bin_5	4.71169e-05	4.37556e-05	-4.31176e-05
gamma_stat_mumu_SR_bin_6	-0.000391678	-0.000363741	0.000358245
gamma_stat_mumu_SR_bin_7	-8.53023e-05	-7.9181e-05	7.80412e-05
gamma_stat_mumu_SR_bin_8	8.62001e-05	7.97372e-05	-7.846e-05
gamma_stat_mumu_SR_bin_9	0.000136658	0.000126505	-0.000124341
gamma_stat_tautau_SR0_bin_0	-0.000186802	-0.000173594	0.000169084
gamma_stat_tautau_SR0_bin_1	-1.00522e-05	-9.31777e-06	9.1039e-06
gamma_stat_tautau_SR0_bin_2	-2.05746e-05	-1.90312e-05	1.86821e-05
gamma_stat_tautau_SR0_bin_3	5.51474e-06	5.10245e-06	-5.00361e-06
gamma_stat_tautau_SR0_bin_4	9.27649e-05	8.58873e-05	-8.40862e-05
gamma_stat_tautau_SR0_bin_5	6.71929e-05	6.23355e-05	-6.09728e-05
gamma_stat_tautau_SR0_bin_6	0.000381226	0.000352849	-0.000345765
gamma_stat_tautau_SR1_bin_0	9.93254e-06	1.08224e-05	-7.73542e-06
gamma_stat_tautau_SR1_bin_1	5.5147e-05	5.24679e-05	-4.87981e-05
gamma_stat_tautau_SR1_bin_10	0.000283603	0.000277386	-0.000245907
gamma_stat_tautau_SR1_bin_11	-4.59881e-05	-5.02925e-05	3.54519e-05
gamma_stat_tautau_SR1_bin_12	0.000195873	0.000215289	-0.000150863
gamma_stat_tautau_SR1_bin_13	8.57662e-05	8.70639e-05	-7.19692e-05
gamma_stat_tautau_SR1_bin_2	3.21919e-05	3.0287e-05	-2.8823e-05
gamma_stat_tautau_SR1_bin_3	8.53829e-05	8.01829e-05	-7.64831e-05
gamma_stat_tautau_SR1_bin_4	-0.000297495	-0.000278409	0.000267722
gamma_stat_tautau_SR1_bin_5	-4.29859e-06	-4.01608e-06	3.8681e-06
gamma_stat_tautau_SR1_bin_6	5.59771e-05	5.22423e-05	-5.04089e-05
gamma_stat_tautau_SR1_bin_7	-0.000140793	-0.000131281	0.000127118
gamma_stat_tautau_SR1_bin_8	9.47942e-05	8.90178e-05	-8.50059e-05
gamma_stat_tautau_SR1_bin_9	5.85726e-05	5.53263e-05	-5.22051e-05
gamma_stat_tautau_SR2_bin_0	-2.66567e-06	-2.56243e-06	1.0727e-18
gamma_stat_tautau_SR2_bin_1	0.000288359	0.000278039	-0.000252447
gamma_stat_tautau_SR2_bin_10	0.000439678	0.000444828	-0.000368014
gamma_stat_tautau_SR2_bin_11	0.000245682	0.000252406	-0.000202867
gamma_stat_tautau_SR2_bin_12	9.15449e-05	0.000147671	-4.31053e-05
gamma_stat_tautau_SR2_bin_13	0.000159531	0.000167271	-0.000129489
gamma_stat_tautau_SR2_bin_2	0.000211262	0.000199322	-0.000188492
gamma_stat_tautau_SR2_bin_3	-0.000100626	-9.41826e-05	9.04759e-05
gamma_stat_tautau_SR2_bin_4	-2.58108e-05	-2.40977e-05	2.327e-05
gamma_stat_tautau_SR2_bin_5	-0.000424193	-0.000396378	0.000382
gamma_stat_tautau_SR2_bin_6	4.1898e-06	3.9341e-06	-3.75628e-06
gamma_stat_tautau_SR2_bin_7	-3.76714e-05	-3.58872e-05	3.34597e-05
gamma_stat_tautau_SR2_bin_8	-1.65663e-05	-1.61147e-05	1.44322e-05
gamma_stat_tautau_SR2_bin_9	0.000276784	0.0002729	-0.000236621

